,品目,,出し方,出し方のポイント等
ま,まゆそり,,燃やすごみ,取っ手が金属製のものは小さな金属類へ
ま,マヨネーズのキャップ,,プラスチック製容器包装,
ま,マヨネーズの外包装,,プラスチック製容器包装,
ま,マヨネーズの容器(プラスチック製),,プラスチック製容器包装,
ま,丸いす,,粗大ごみ,金属製で30㎝未満のものは小さな金属類へ。木製・プラスチック製で50㎝未満のものは燃やすごみへ
ま,マルチカバー(布製),,古布,
ま,マルチクッカー(プラスチック製),◎,燃やすごみ,金属製のもの(本体・パーツ)は小さな金属類へ
ま,万華鏡(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
ま,万華鏡(木製・プラスチック製),,燃やすごみ,50cm以上のものは粗大ごみへ。
ま,万年筆,,燃やすごみ,
ま,万歩計,◎,燃やすごみ,
ま,万力,,小さな金属類,30cm以上のものは粗大ごみへ
ま,マーガリンの外箱(紙製),,古紙(雑誌・その他の紙）,折りたたんで
ま,マーガリンの容器(プラスチック製),,プラスチック製容器包装,
ま,マークシート,,古紙(雑誌・その他の紙）,
ま,麻雀台,,粗大ごみ,
ま,麻雀牌ケース,,燃やすごみ,金属製のものは小さな金属類へ
ま,麻雀牌・点棒など(プラスチック製),,燃やすごみ,陶器製のものは燃えないごみへ
ま,麻雀マット,,燃やすごみ,畳んで50cm以上のものは粗大ごみへ
ま,マウスピース,,燃やすごみ,金属製(楽器の一部等)のものは小さな金属類へ
み,ミキサー(調理器具),,燃やすごみ,ガラス製の容器は燃えないごみへ。刃の部分は小さな金属類へ
み,ミキサー・フードプロセッサーの刃,,小さな金属類,新聞紙等に包み、品名を表示する。
み,ミサンガ,,燃やすごみ,
み,ミシン,,粗大ごみ,金属製で30cm未満のものは小さな金属類へ プラスチック製で50㎝未満のものは燃やすごみへ
み,ミシンケース,,燃やすごみ,50㎝以上のものは粗大ごみへ
み,ミシン台,,粗大ごみ,
み,水受け皿(植木鉢),,燃やすごみ,50cm以上のものは粗大ごみへ
み,水受け(立水栓用),,粗大ごみ,金属製で30㎝未満のものは小さな金属類へ 木製・プラスチック製で50㎝未満のものは燃やすごみへ 陶器製で50cm未満のものは燃えないごみへ
み,水桶,,燃やすごみ,50cm以上のものは粗大ごみへ
み,水着,,古布,洗濯をして乾かしてから ゴム製は燃やすごみへ
み,水切りかご,,粗大ごみ,金属製で30cm未満のものは小さな金属類へ。プラスチック製で50cm未満のものは燃やすごみへ
み,水切りシート,,燃やすごみ,
み,水切り台,,粗大ごみ,
み,水切りネット,,燃やすごみ,
み,水草,,燃やすごみ,
み,水電池,,燃やすごみ,
み,水枕,,燃やすごみ,金属部分は小さな金属類へ
み,味噌こし,,小さな金属類,
み,ミックスペーパー,,古紙(雑誌・その他の紙）,
み,ミニカー,,燃やすごみ,金属製のものは小さな金属類へ
み,ミニテーブル,,粗大ごみ,プラスチック製で50㎝未満のものは燃やすごみへ。金属製で30㎝未満のものは小さな金属類へ
み,ミニ四駆,◎,燃やすごみ,電池は抜く
み,耳あて,,燃やすごみ,
み,耳かき,,燃やすごみ,金属製のものは小さな金属類へ
み,耳栓,,燃やすごみ,
み,ミラーシート,,燃やすごみ,
み,ミラーボール,,燃やすごみ,50cm以上のものは粗大ごみ
み,ミラーマット,,プラスチック製容器包装,ミラーマットを購入した場合は燃やすごみへ
み,みりんの入っていたペットボトル,,缶・びん・ペットボトル,ペットボトルマークを確認
み,みりん風調味料の入っていたペットボトル,,缶・びん・ペットボトル,ペットボトルマークを確認
み,ミンチメーカー,,粗大ごみ,プラスチック製で50㎝未満のものは燃やすごみへ。金属製で30㎝未満のものは小さな金属類へ
む,無煙タバコ,,燃やすごみ,
む,麦茶入れ,,燃えないごみ,プラスチック製のふたや口の部分は、燃やすごみへ。
む,麦茶入れ(プラスチック製),,燃やすごみ,中身を使い切って
む,麦わら帽子,,燃やすごみ,
む,虫かご,,燃やすごみ,ガラス製のものは燃えないごみへ
む,蒸し器,,小さな金属類,30cm以上のものは粗大ごみへ。木製のものは燃やすごみへ
む,虫捕り網,,粗大ごみ,50cm未満のものは燃やすごみへ
む,虫の死骸,,燃やすごみ,
む,虫ピン,,小さな金属類,新聞紙等に包み品名を表示する
む,虫眼鏡,,燃えないごみ,
む,虫よけ(液体やビーズ等が入っているタイプ),,プラスチック製容器包装,プラマークを確認。
む,虫よけ(吊り下げ型・携帯型・電気式),,燃やすごみ,プラマークのある物はプラスチック製容器包装へ。電池式のものは電池をとって出す。
む,無線機(金属製),,粗大ごみ,30cm未満のものは小さな金属類へ
む,無線機(プラスチック製),,燃やすごみ,50cm以上のものは粗大ごみへ
む,鞭,,燃やすごみ,
む,無停電電源装置(UPS),,販売店へ相談,収集車の火災の原因となるため、集積場所に出さないでください。
む,ムートン(羊皮),,燃やすごみ,畳んで50cm以上のものは粗大ごみへ
め,メイクボックス(金属製以外),,燃やすごみ,50cm以上のものは粗大ごみへ
め,メイクボックス(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
め,明細書,,古紙(雑誌・その他の紙）,個人情報に注意(シュレッダーかける、該当部分を消す、穴を空けるなど)。※シュレッダーした紙も古紙へ出す
め,名刺,,古紙(雑誌・その他の紙）,
め,名刺入れ(金属製),,小さな金属類,
め,名刺入れ(布製・革製),,燃やすごみ,
め,名刺の外箱(プラスチック製),,プラスチック製容器包装,
め,メガネケース・メガネたて,,燃やすごみ,金属製のものは小さな金属類へ
め,眼鏡立て(プラスチック製、布製等),,燃やすごみ,ガラス・陶器・石製のものは燃えないごみへ。金属製のものは小さな金属類へ。
め,眼鏡拭き,,燃やすごみ,
め,めがねフレーム,,燃やすごみ,金属製のものは小さな金属類へ
め,眼鏡(レンズがガラス製),,燃えないごみ,新聞紙等に包み品名を表示する
め,眼鏡(レンズがプラスチック製),,燃やすごみ,
め,メガホン(プラスチック製),,燃やすごみ,
め,目薬の携帯ケース,,プラスチック製容器包装,
め,目薬の外箱(紙製),,古紙(雑誌・その他の紙）,折りたたんで
め,目薬の容器(プラスチック製),,プラスチック製容器包装,
め,メダル,,小さな金属類,
め,メッシュハンガー,,粗大ごみ,金属製で30㎝未満のものは小さな金属類へ
め,メッセージカード,,古紙(雑誌・その他の紙）,紙以外の装飾は外す。装飾(リボン・メロディ機器など)は燃やすごみへ。
め,メディアケース,,燃やすごみ,
め,メトロノーム,,燃やすごみ,電池が入っているものは外して
め,メモ帳,,古紙(雑誌・その他の紙）,
め,メモボード,◎,燃やすごみ,電気・電池で動くものは小型家電リサイクル対象
め,メモリーカード,◎,燃やすごみ,
め,メモリースティック,◎,燃やすごみ,
め,メラミン食器,,燃やすごみ,
め,メラミンフォーム(スポンジ),,燃やすごみ,
め,綿,,燃やすごみ,
め,免許証,,燃やすごみ,所管の警察署で所定の失効手続き(穴あけ)を経たもの
め,綿棒,,燃やすごみ,
め,麺棒(大理石製),,燃えないごみ,50cm以上のものは粗大ごみへ
め,麺棒(木製・プラスチック製),,燃やすごみ,50cm以上のものは粗大ごみへ
め,綿棒の容器,,プラスチック製容器包装,50cm以上のものは粗大ごみへ
も,毛布(ウール製・アクリル製・綿製),,古布,洗濯して乾かしてから
も,もえがら,,燃やすごみ,
も,木酢液の容器,,プラスチック製容器包装,
も,木質ボード,,粗大ごみ,50cm未満のものは燃やすごみへ
も,木製のかご,,燃やすごみ,50cm以上のものは粗大ごみへ
も,木製の小物,,燃やすごみ,
も,木製の食器,,燃やすごみ,
も,木製品,,燃やすごみ,50cm以上のものは粗大ごみへ
も,木製フェンス,,粗大ごみ,
も,木炭,,燃やすごみ,
も,木台,,粗大ごみ,50cm未満の物は燃やすごみ
も,木馬,,燃やすごみ,50cm以上のものは粗大ごみへ
も,模型(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
も,模型(プラスチック製),,燃やすごみ,50cm以上のものは粗大ごみへ
も,モジュラージャック,,燃やすごみ,
も,模造紙,,古紙(雑誌・その他の紙）,
も,模造刀,,粗大ごみ,木製・プラスチック製で50cm未満のものは燃やすごみへ。金属製で30cm未満のものは小さな金属類へ
も,もちあみ(電子レンジ用),,燃やすごみ,
も,もちつき機(プラスチック製),,燃やすごみ,内釜は小さな金属類へ 本体が50cm以上又は内釜が30cm以上のものは粗大ごみへ
も,もちつき機(金属製),,小さな金属類,30cm以上のものは粗大ごみへ。
も,木工製品,,燃やすごみ,50cm以上のものは粗大ごみへ
も,モップ絞り器(金属製),,小さな金属類,30㎝以上のものは粗大ごみへ
も,モップ絞り器(プラスチック製),,燃やすごみ,50㎝以上のものは粗大ごみへ
も,モニターアーム,,粗大ごみ,プラスチック製で50cm未満のものは燃やすごみへ。金属製で30cm未満のものは小さな金属類へ
も,モニターカバー(布製),,古布,ビニール製のものは燃やすごみへ
も,物置(解体済みのもの),,粗大ごみ,
も,物干し竿,,粗大ごみ,
も,物干し台,,粗大ごみ,
も,もみがら,,燃やすごみ,
も,門扉,,粗大ごみ,
も,モーター,◎,小さな金属類,30cm以上のものは粗大ごみへ
も,モーター(プラスチック製),◎,燃やすごみ,
も,モール(手芸用),,燃やすごみ,
や,やかん,,小さな金属類,30cm以上のものは粗大ごみへ
や,焼き網,,小さな金属類,30cm以上のものは粗大ごみへ
や,焼き物,,燃えないごみ,
や,野球のベース,,燃やすごみ,
や,薬剤付のシール,,燃やすごみ,
や,薬包紙,,古紙(雑誌・その他の紙）,
や,野菜が入っている袋(ビニール製),,プラスチック製容器包装,
や,野菜の結束用テープ,,燃やすごみ,
や,野菜の水切り器,,燃やすごみ,
や,矢筒,,燃やすごみ,
や,柳行李,,粗大ごみ,一番長い辺が50cm未満のものは、燃やすごみへ
や,破れた衣類・汚れた衣類,,燃やすごみ,カビや破れなどでリユースに支障を来すもの。
や,矢(金属製),,粗大ごみ,30cm未満のものは小さな金属類へ
や,矢(木製),,燃やすごみ,50cm以上のものは粗大ごみへ
ゆ,有刺鉄線,,小さな金属類,
ゆ,U字溝,,粗大ごみ,
ゆ,融雪剤,,燃やすごみ,
ゆ,誘導棒,,燃やすごみ,電池は抜く
ゆ,郵便受け(金属製),,粗大ごみ,30cm未満のものは小さな金属類へ
ゆ,郵便受け(木製・プラスチック製),,燃やすごみ,50cm以上のものは粗大ごみへ
ゆ,油温計,,小さな金属類,
ゆ,湯かき棒,,粗大ごみ,
ゆ,床材,,粗大ごみ,50cm未満のものは燃やすごみへ
ゆ,浴衣,,古布,洗濯して乾かしてから
ゆ,湯たんぽ(プラスチック製・ゴム製・ジェルタイプ),,燃やすごみ,
ゆ,湯たんぽ(金属製),,粗大ごみ,30cm未満のものは小さな金属類へ
ゆ,ユニフォーム,,古布,洗濯して乾かしてから
ゆ,湯飲み(木製),,燃やすごみ,
ゆ,指サック,,燃やすごみ,
ゆ,指貫,,燃やすごみ,金属製のものは小さな金属類へ
